0.8,-0.8,0.8,-1.5,-1.6,0.8
1.5225,0.56725,1.7639,-2.3061,-0.044251,-0.71879
6.4091,-4.6014,1.306,20.754,3.3599,-18.823
5.6865,-2.45,-1.8779,19.988,3.3915,-23.689
6.1675,-2.4459,-1.7887,19.973,3.2559,-23.537
6.1395,-2.4786,-1.7428,19.922,3.2852,-23.57
6.1404,-2.4795,-1.7396,19.927,3.2844,-23.562
